Timestamp,Age,Age Group,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
8/28/2022 15:09,18,A,Spotify,2,No,Yes,Yes,Metal,Yes,Yes,149,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,3,4,6,1,Improve,I understand.
8/28/2022 15:22,25,A,I do not use a streaming service.,0.5,No,Yes,No,Classical,No,No,140,Very frequently,Never,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,1,1,3,1,Improve,I understand.
8/28/2022 15:32,17,A,Apple Music,5,Yes,No,No,Metal,Yes,No,134,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,10,8,6,7,No effect,I understand.
8/28/2022 15:41,28,A,YouTube Music,1,No,No,No,Rock,Yes,No,120,Rarely,Never,Very frequently,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,6,6,2,0,No effect,I understand.
8/28/2022 16:04,20,A,Spotify,3,Yes,No,No,Rock,Yes,Yes,170,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,6,7,0,0,Improve,I understand.
8/28/2022 16:07,21,A,YouTube Music,2,Yes,Yes,No,Metal,Yes,Yes,107,Sometimes,Rarely,Never,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,8,4,10,0,No effect,I understand.
8/28/2022 16:07,41,B,Spotify,3,Yes,No,No,Pop,No,Yes,113,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Never,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Never,9,7,6,2,No effect,I understand.
8/28/2022 16:08,20,A,Spotify,2,Yes,Yes,No,Pop,Yes,No,126,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Never,Very frequently,Never,Rarely,Very frequently,Sometimes,7,4,6,5,Improve,I understand.
8/28/2022 16:13,34,B,Other streaming service,4,Yes,No,No,Metal,Yes,Yes,161,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,Rarely,6,7,0,0,No effect,I understand.
8/28/2022 16:15,21,A,YouTube Music,3,Yes,No,Yes,Metal,Yes,No,,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Very frequently,Very frequently,Never,Never,Very frequently,Rarely,10,0,10,10,Improve,I understand.
8/28/2022 16:15,23,A,Spotify,2,Yes,No,No,Metal,Yes,Yes,100,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Never,Sometimes,Rarely,6,3,0,1,Improve,I understand.
8/28/2022 16:15,16,A,Spotify,3,No,No,No,Pop,No,No,140,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Never,Rarely,Never,Never,Very frequently,Sometimes,Rarely,Never,Never,7,5,5,3,Improve,I understand.
8/28/2022 16:15,19,A,YouTube Music,4,Yes,No,No,Pop,Yes,No,156,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Never,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,7,10,5,0,Improve,I understand.
8/28/2022 16:23,22,A,Spotify,2,Yes,Yes,No,Rock,Yes,Yes,98,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,6,0,0,Improve,I understand.
8/28/2022 16:27,19,A,Spotify,8,Yes,No,No,K pop,Yes,Yes,100,Very frequently,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Rarely,4,3,0,0,Improve,I understand.
8/28/2022 16:30,23,A,Spotify,4,Yes,No,No,Hip hop,Yes,Yes,78,Rarely,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7,6,7,5,Improve,I understand.
8/28/2022 16:30,23,A,Spotify,2,No,Yes,No,Metal,No,Yes,117,Never,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,7,3,2,3,Improve,I understand.
8/28/2022 16:32,22,A,Spotify,1,No,No,Yes,EDM,Yes,No,128,Never,Never,Very frequently,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Sometimes,Sometimes,Never,2,7,5,0,Improve,I understand.
8/28/2022 16:34,17,A,Spotify,3,Yes,No,No,Rock,Yes,No,130,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,7,8,6,5,Improve,I understand.
8/28/2022 16:37,28,A,Spotify,0.5,No,No,No,Folk,Yes,No,130,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Very frequently,Rarely,4,7,1,0,Improve,I understand.
8/28/2022 16:37,23,A,Spotify,2,No,No,No,Rock,Yes,Yes,,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Sometimes,7,8,5,1,No effect,I understand.
8/28/2022 16:53,19,A,Apple Music,3,Yes,No,No,Rock,Yes,Yes,126,Never,Sometimes,Sometimes,Never,Never,Very frequently,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Very frequently,Sometimes,5,2,8,6,Improve,I understand.
8/28/2022 16:58,17,A,Spotify,2,Yes,Yes,Yes,Hip hop,Yes,Yes,122,Rarely,Never,Sometimes,Sometimes,Never,Very frequently,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Never,10,7,4,2,Improve,I understand.
8/28/2022 17:14,21,A,YouTube Music,1,No,No,No,Rock,Yes,No,179,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,6,5,0,0,No effect,I understand.
8/28/2022 17:14,29,A,Other streaming service,5,Yes,No,No,Jazz,Yes,Yes,200,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,7,2,3,1,Improve,I understand.
8/28/2022 17:15,22,A,Spotify,10,No,Yes,Yes,EDM,No,Yes,128,Sometimes,Sometimes,Very frequently,Very frequently,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Sometimes,4,7,7,3,Improve,I understand.
8/28/2022 17:15,18,A,Spotify,4,Yes,Yes,Yes,Pop,Yes,Yes,130,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,4,5,6,5,Improve,I understand.
8/28/2022 17:19,13,A,Spotify,2,Yes,Yes,Yes,Rock,Yes,No,120,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,7,10,5,6,Worsen,I understand.
8/28/2022 17:27,24,A,Spotify,1,No,No,No,Metal,Yes,No,86,Sometimes,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,6,4,5,0,Improve,I understand.
8/28/2022 17:32,35,B,Spotify,6,Yes,No,No,Rock,Yes,Yes,166,Sometimes,Rarely,Sometimes,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,4,1,3,1,No effect,I understand.
8/28/2022 17:33,29,A,YouTube Music,1,Yes,Yes,No,Video game music,Yes,No,110,Sometimes,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,6,6,1,2,Improve,I understand.
8/28/2022 17:37,28,A,Spotify,6,Yes,No,No,Rock,No,No,144,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,10,8,7,1,Improve,I understand.
8/28/2022 17:40,32,B,Spotify,7,Yes,No,No,Pop,Yes,Yes,120,Sometimes,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,10,8,2,8,Improve,I understand.
8/28/2022 17:41,32,B,Other streaming service,1,No,No,No,EDM,Yes,No,120,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,3,6,2,0,No effect,I understand.
8/28/2022 17:43,21,A,Spotify,3,Yes,Yes,No,Rock,Yes,No,160,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,8,9,2,0,Improve,I understand.
8/28/2022 17:54,18,A,Spotify,2,Yes,Yes,No,Video game music,No,Yes,101,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Very frequently,8,3,8,7,Improve,I understand.
8/28/2022 17:56,19,A,Spotify,3,Yes,Yes,No,Classical,Yes,No,122,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Rarely,Sometimes,3,3,1,2,Improve,I understand.
8/28/2022 18:02,18,A,Apple Music,2,Yes,Yes,No,Pop,Yes,Yes,,Rarely,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,6,5,2,0,Improve,I understand.
8/28/2022 18:03,16,A,YouTube Music,3,Yes,No,Yes,Pop,No,No,,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Very frequently,Never,Rarely,Very frequently,Rarely,0,0,4,0,No effect,I understand.
8/28/2022 18:03,25,A,Spotify,1.5,Yes,No,No,Pop,No,No,61,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Never,6,5,0,2,Improve,I understand.
8/28/2022 18:06,17,A,Spotify,4,Yes,No,No,Lofi,Yes,Yes,79,Very frequently,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,3,8,0,0,Improve,I understand.
8/28/2022 18:08,16,A,Spotify,2,Yes,No,No,Rap,Yes,Yes,126,Very frequently,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,1,8,0,0,No effect,I understand.
8/28/2022 18:13,27,A,Spotify,10,Yes,No,No,Metal,Yes,Yes,185,Sometimes,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,5,6,6,3,Improve,I understand.
8/28/2022 18:17,53,C,Spotify,7,Yes,No,No,Pop,Yes,Yes,92,Very frequently,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Rarely,0,0,0,0,Improve,I understand.
8/28/2022 18:17,25,A,Spotify,1,Yes,No,No,EDM,No,No,107,Never,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,0,8,0,0,Improve,I understand.
8/28/2022 18:18,34,B,Spotify,2,No,No,No,Metal,No,No,120,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,3,7,0,0,Improve,I understand.
8/28/2022 18:18,22,A,Other streaming service,6,Yes,Yes,Yes,Jazz,Yes,Yes,140,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,8,8,8,5,Improve,I understand.
8/28/2022 18:18,17,A,Spotify,2,Yes,Yes,Yes,Jazz,Yes,No,94,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,5,2,3,4,Improve,I understand.
8/28/2022 18:21,26,A,Spotify,3,Yes,Yes,No,Folk,Yes,No,160,Rarely,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,8,8,3,0,Improve,I understand.
8/28/2022 18:28,19,A,Spotify,8,Yes,No,No,EDM,Yes,No,174,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,6,8,8,0,Improve,I understand.
8/28/2022 18:30,21,A,Spotify,3,Yes,No,No,Pop,Yes,Yes,136,Rarely,Very frequently,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,6,8,6,0,Worsen,I understand.
8/28/2022 18:33,32,B,Spotify,3,Yes,Yes,Yes,Rock,Yes,Yes,144,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,6,6,7,5,Improve,I understand.
8/28/2022 18:35,21,A,I do not use a streaming service.,3,Yes,No,No,Rock,No,No,77,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Very frequently,9,10,3,0,No effect,I understand.
8/28/2022 18:51,25,A,Spotify,2,No,Yes,No,Pop,No,No,120,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,7,7,5,0,Improve,I understand.
8/28/2022 18:53,26,A,Spotify,1,No,No,No,Rock,No,No,,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,10,7,2,8,No effect,I understand.
8/28/2022 18:54,21,A,Spotify,2,Yes,Yes,No,Metal,Yes,Yes,,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,1,3,0,6,No effect,I understand.
8/28/2022 18:55,17,A,Spotify,2,Yes,Yes,No,Pop,No,Yes,,Rarely,Never,Never,Never,Never,Rarely,Very frequently,Very frequently,Never,Very frequently,Never,Very frequently,Very frequently,Sometimes,Never,Sometimes,5,3,2,1,Improve,I understand.
8/28/2022 18:56,28,A,I do not use a streaming service.,4,Yes,No,No,Rock,Yes,Yes,194,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,6,8,1,6,Improve,I understand.
8/28/2022 18:57,41,B,YouTube Music,4,Yes,No,No,Pop,Yes,No,60,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,7,2,0,7,Improve,I understand.
8/28/2022 18:58,18,A,Spotify,1,Yes,Yes,No,Metal,Yes,Yes,190,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Sometimes,6,9,9,0,Improve,I understand.
8/28/2022 18:58,22,A,Spotify,2,No,No,No,R&B,No,Yes,87,Sometimes,Never,Never,Never,Never,Rarely,Never,Very frequently,Very frequently,Sometimes,Never,Sometimes,Very frequently,Rarely,Rarely,Sometimes,1,1,4,1,No effect,I understand.
8/28/2022 18:59,18,A,Other streaming service,2,Yes,No,No,K pop,No,Yes,122,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Rarely,Never,Very frequently,Sometimes,Never,Never,Never,0,2,0,0,No effect,I understand.
8/28/2022 18:59,49,B,Other streaming service,1,Yes,No,No,EDM,Yes,No,156,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,8,8,2,0,Improve,I understand.
8/28/2022 19:04,21,A,Spotify,3,Yes,Yes,Yes,Metal,Yes,No,150,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,3,3,7,0,No effect,I understand.
8/28/2022 19:04,27,A,Spotify,10,Yes,No,No,Metal,Yes,Yes,194,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,8,3,0,Improve,I understand.
8/28/2022 19:07,19,A,Spotify,1,No,No,Yes,Metal,Yes,Yes,160,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,6,4,0,3,No effect,I understand.
8/28/2022 19:10,27,A,Spotify,3,Yes,No,No,Metal,Yes,Yes,171,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Rarely,1,0,0,0,Improve,I understand.
8/28/2022 19:12,27,A,Spotify,1.5,Yes,No,No,Rock,No,No,95,Never,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,5,5,4,4,Improve,I understand.
8/28/2022 19:16,19,A,Spotify,3,Yes,Yes,No,K pop,Yes,Yes,114,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,8,9,6,0,No effect,I understand.
8/28/2022 19:18,42,B,YouTube Music,2.5,Yes,Yes,No,Rock,No,Yes,148,Sometimes,Rarely,Very frequently,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,8,8,7,6,Improve,I understand.
8/28/2022 19:20,60,C,Pandora,2,Yes,No,No,Gospel,No,No,119,Rarely,Sometimes,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,3,0,2,0,Improve,I understand.
8/28/2022 19:22,19,A,YouTube Music,5,Yes,No,No,Metal,No,Yes,136,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,Never,Never,Sometimes,Very frequently,Sometimes,0,5,1,0,No effect,I understand.
8/28/2022 19:26,20,A,Apple Music,2,Yes,No,No,Pop,Yes,No,141,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Rarely,6,3,0,0,Improve,I understand.
8/28/2022 19:27,28,A,Spotify,2,No,No,Yes,Metal,No,No,146,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,1,7,5,1,Improve,I understand.
8/28/2022 19:29,16,A,I do not use a streaming service.,2,No,Yes,Yes,Video game music,Yes,No,,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,4,2,1,1,No effect,I understand.
8/28/2022 19:29,18,A,Spotify,2,Yes,No,No,R&B,No,Yes,164,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Very frequently,Rarely,Never,Never,5,6,0,1,No effect,I understand.
8/28/2022 19:30,34,B,Spotify,1,Yes,No,No,Rock,Yes,Yes,,Rarely,Never,Very frequently,Never,Never,Never,Never,Very frequently,Never,Rarely,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,1,0,0,0,No effect,I understand.
8/28/2022 19:30,18,A,YouTube Music,1.5,Yes,No,No,Pop,Yes,No,,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,8,6,5,2,Improve,I understand.
8/28/2022 19:35,21,A,Spotify,5,Yes,Yes,Yes,Folk,Yes,Yes,128,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Rarely,9,4,0,3,Improve,I understand.
8/28/2022 19:40,38,B,Spotify,0.5,No,No,No,Rock,Yes,Yes,,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Never,4,6,6,4,Improve,I understand.
8/28/2022 19:46,17,A,Spotify,2,Yes,No,No,Rock,No,Yes,,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Very frequently,Very frequently,7,3,1,5,Improve,I understand.
8/28/2022 19:46,35,B,Other streaming service,0.5,No,No,No,Pop,No,No,,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,10,3,1,0,No effect,I understand.
8/28/2022 19:50,21,A,I do not use a streaming service.,2,Yes,No,No,Rock,No,Yes,101,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,8,8,3,0,Improve,I understand.
8/28/2022 19:56,25,A,Apple Music,2.5,Yes,No,No,R&B,No,No,,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,7,6,5,4,Improve,I understand.
8/28/2022 19:59,18,A,Spotify,2,Yes,Yes,No,K pop,Yes,Yes,98,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,7,2,3,5,Improve,I understand.
8/28/2022 20:01,16,A,Apple Music,2,No,No,No,Pop,Yes,No,145,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10,3.5,5,10,Improve,I understand.
8/28/2022 20:04,19,A,Spotify,1,Yes,No,No,Pop,Yes,Yes,94,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,7,5,1,2,Improve,I understand.
8/28/2022 20:12,31,B,Spotify,4,Yes,Yes,No,Classical,No,Yes,103,Very frequently,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,6,8,9,5,Improve,I understand.
8/28/2022 20:14,26,A,Spotify,5,Yes,No,No,Rock,No,No,,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Very frequently,Never,2,9,2,1,No effect,I understand.
8/28/2022 20:14,16,A,Spotify,2,Yes,Yes,Yes,Rock,No,No,112,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,7,4,10,2,Improve,I understand.
8/28/2022 20:15,26,A,Spotify,2,Yes,Yes,No,Rock,Yes,Yes,,Very frequently,Rarely,Rarely,Very frequently,Never,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Very frequently,Very frequently,7,5,6,0,Improve,I understand.
8/28/2022 20:20,17,A,Spotify,2,Yes,No,No,R&B,Yes,Yes,118,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,6,1,0,0,Improve,I understand.
8/28/2022 20:20,22,A,Spotify,1,Yes,Yes,No,Video game music,Yes,Yes,,Sometimes,Sometimes,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,3,6,1,1,Improve,I understand.
